Timestamp,Source IP,Destination IP,Request Type,Status Code,Bytes Transferred,User Agent,Anomaly Detected,Attack Type
2024-08-31 10:19:22,192.168.1.40,172.16.0.5,POST,200,3807,Chrome/58.0,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:19:35,192.168.1.75,172.16.0.5,POST,500,877,Chrome/58.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:19:42,192.168.1.30,172.16.0.5,POST,403,2453,Mozilla/5.0,Malformed SQL query in the request,SQL Injection
2024-08-31 10:19:52,192.168.1.10,172.16.0.5,POST,200,2648,Chrome/58.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:20:07,192.168.1.45,172.16.0.5,POST,401,3847,Safari/537.36,Accessing non-existent pages,
2024-08-31 10:20:13,192.168.1.52,172.16.0.5,POST,403,3523,Mozilla/5.0,Accessing non-existent pages,
2024-08-31 10:20:26,192.168.1.85,172.16.0.5,GET,403,697,Safari/537.36,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:20:38,192.168.1.55,172.16.0.5,GET,403,3906,Safari/537.36,Suspected flooding attack,DDoS Attack
2024-08-31 10:20:51,192.168.1.20,172.16.0.5,GET,403,908,Mozilla/5.0,Malformed SQL query in the request,SQL Injection
2024-08-31 10:21:04,192.168.1.85,172.16.0.5,GET,401,1367,Safari/537.36,SQL keywords detected in URL,SQL Injection
2024-08-31 10:21:11,192.168.1.51,172.16.0.5,GET,404,3712,Chrome/58.0,Accessing non-existent pages,
2024-08-31 10:21:16,192.168.1.70,172.16.0.5,GET,500,2274,Safari/537.36,SQL syntax error in request,SQL Injection
2024-08-31 10:21:27,192.168.1.52,172.16.0.5,GET,403,599,Safari/537.36,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:21:39,192.168.1.30,172.16.0.5,POST,500,2303,Mozilla/5.0,SQL syntax error in request,SQL Injection
2024-08-31 10:21:45,192.168.1.50,172.16.0.5,GET,403,1987,Safari/537.36,Repeated login attempts with different usernames,Brute Force Attack
2024-08-31 10:21:55,192.168.1.75,172.16.0.5,POST,500,673,Mozilla/5.0,Accessing non-existent pages,
2024-08-31 10:22:04,192.168.1.45,172.16.0.5,POST,403,3596,Mozilla/5.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:22:19,192.168.1.20,172.16.0.5,POST,401,3188,Chrome/58.0,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:22:29,192.168.1.45,172.16.0.5,POST,401,949,Safari/537.36,SQL keywords detected in URL,SQL Injection
2024-08-31 10:22:34,192.168.1.75,172.16.0.5,POST,200,1734,Safari/537.36,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:22:49,192.168.1.15,172.16.0.5,POST,401,2345,Chrome/58.0,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:22:55,192.168.1.12,172.16.0.5,POST,500,3270,Mozilla/5.0,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:23:02,192.168.1.20,172.16.0.5,GET,500,3398,Chrome/58.0,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:23:15,192.168.1.70,172.16.0.5,GET,401,803,Mozilla/5.0,SQL syntax error in request,SQL Injection
2024-08-31 10:23:23,192.168.1.60,172.16.0.5,GET,500,2779,Mozilla/5.0,Repeated login attempts with different usernames,Brute Force Attack
2024-08-31 10:23:36,192.168.1.62,172.16.0.5,GET,401,909,Mozilla/5.0,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:23:51,192.168.1.75,172.16.0.5,GET,403,2689,Mozilla/5.0,Repeated login attempts with different usernames,Brute Force Attack
2024-08-31 10:23:58,192.168.1.60,172.16.0.5,GET,200,2036,Safari/537.36,Malformed SQL query in the request,SQL Injection
2024-08-31 10:24:11,192.168.1.12,172.16.0.5,POST,200,2974,Chrome/58.0,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:24:23,192.168.1.22,172.16.0.5,GET,401,1939,Mozilla/5.0,High volume of POST requests,DDoS Attack
2024-08-31 10:24:34,192.168.1.33,172.16.0.5,GET,200,2239,Safari/537.36,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:24:48,192.168.1.10,172.16.0.5,POST,401,3368,Mozilla/5.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:24:56,192.168.1.30,172.16.0.5,POST,403,3520,Chrome/58.0,SQL syntax error in request,SQL Injection
2024-08-31 10:25:11,192.168.1.51,172.16.0.5,POST,200,4002,Safari/537.36,Accessing non-existent pages,
2024-08-31 10:25:23,192.168.1.20,172.16.0.5,GET,200,1231,Chrome/58.0,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:25:32,192.168.1.30,172.16.0.5,GET,200,3864,Chrome/58.0,Accessing non-existent pages,
2024-08-31 10:25:47,192.168.1.85,172.16.0.5,POST,200,3596,Safari/537.36,Malformed SQL query in the request,SQL Injection
2024-08-31 10:25:53,192.168.1.40,172.16.0.5,POST,200,2631,Chrome/58.0,SQL syntax error in request,SQL Injection
2024-08-31 10:26:06,192.168.1.51,172.16.0.5,POST,403,3560,Mozilla/5.0,High volume of POST requests,DDoS Attack
2024-08-31 10:26:20,192.168.1.12,172.16.0.5,GET,500,3075,Chrome/58.0,SQL syntax error in request,SQL Injection
2024-08-31 10:26:30,192.168.1.52,172.16.0.5,GET,403,2045,Mozilla/5.0,Malformed SQL query in the request,SQL Injection
2024-08-31 10:26:43,192.168.1.40,172.16.0.5,POST,500,1883,Mozilla/5.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:26:52,192.168.1.33,172.16.0.5,GET,401,2879,Chrome/58.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:27:01,192.168.1.52,172.16.0.5,POST,200,3534,Safari/537.36,SQL syntax error in request,SQL Injection
2024-08-31 10:27:06,192.168.1.15,172.16.0.5,POST,200,2945,Safari/537.36,High volume of POST requests,DDoS Attack
2024-08-31 10:27:12,192.168.1.51,172.16.0.5,GET,404,1269,Safari/537.36,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:27:23,192.168.1.60,172.16.0.5,POST,401,1633,Safari/537.36,High volume of POST requests,DDoS Attack
2024-08-31 10:27:37,192.168.1.40,172.16.0.5,GET,403,3822,Safari/537.36,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:27:51,192.168.1.60,172.16.0.5,GET,500,1557,Mozilla/5.0,Suspected flooding attack,DDoS Attack
2024-08-31 10:27:59,192.168.1.33,172.16.0.5,POST,401,3466,Mozilla/5.0,Repeated login attempts with different usernames,Brute Force Attack
2024-08-31 10:28:14,192.168.1.85,172.16.0.5,POST,403,2873,Safari/537.36,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:28:20,192.168.1.75,172.16.0.5,POST,401,1405,Mozilla/5.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:28:34,192.168.1.40,172.16.0.5,POST,500,3651,Mozilla/5.0,Accessing non-existent pages,
2024-08-31 10:28:40,192.168.1.70,172.16.0.5,GET,500,1874,Chrome/58.0,Suspected flooding attack,DDoS Attack
2024-08-31 10:28:51,192.168.1.40,172.16.0.5,POST,500,2050,Chrome/58.0,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:29:05,192.168.1.55,172.16.0.5,POST,403,845,Safari/537.36,Suspected flooding attack,DDoS Attack
2024-08-31 10:29:12,192.168.1.75,172.16.0.5,POST,200,2416,Safari/537.36,SQL keywords detected in URL,SQL Injection
2024-08-31 10:29:22,192.168.1.10,172.16.0.5,GET,403,2467,Mozilla/5.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:29:36,192.168.1.80,172.16.0.5,GET,403,1705,Mozilla/5.0,Accessing non-existent pages,
2024-08-31 10:29:47,192.168.1.35,172.16.0.5,GET,403,1500,Safari/537.36,Malformed SQL query in the request,SQL Injection
2024-08-31 10:30:02,192.168.1.50,172.16.0.5,GET,404,4072,Chrome/58.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:30:16,192.168.1.50,172.16.0.5,GET,200,3535,Safari/537.36,SQL syntax error in request,SQL Injection
2024-08-31 10:30:24,192.168.1.35,172.16.0.5,GET,403,4055,Safari/537.36,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:30:37,192.168.1.80,172.16.0.5,GET,404,2570,Chrome/58.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:30:47,192.168.1.75,172.16.0.5,GET,403,3344,Safari/537.36,Malformed SQL query in the request,SQL Injection
2024-08-31 10:30:53,192.168.1.62,172.16.0.5,GET,401,3649,Safari/537.36,SQL keywords detected in URL,SQL Injection
2024-08-31 10:31:06,192.168.1.85,172.16.0.5,GET,403,1831,Mozilla/5.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:31:21,192.168.1.25,172.16.0.5,POST,401,3365,Safari/537.36,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:31:33,192.168.1.70,172.16.0.5,POST,500,2702,Safari/537.36,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:31:46,192.168.1.52,172.16.0.5,POST,500,4088,Safari/537.36,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:31:56,192.168.1.30,172.16.0.5,GET,404,3674,Safari/537.36,Accessing non-existent pages,
2024-08-31 10:32:01,192.168.1.33,172.16.0.5,GET,200,1429,Chrome/58.0,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:32:07,192.168.1.10,172.16.0.5,POST,500,2665,Safari/537.36,Suspected flooding attack,DDoS Attack
2024-08-31 10:32:16,192.168.1.80,172.16.0.5,POST,401,2760,Chrome/58.0,Malformed SQL query in the request,SQL Injection
2024-08-31 10:32:23,192.168.1.62,172.16.0.5,GET,404,2206,Chrome/58.0,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:32:30,192.168.1.62,172.16.0.5,POST,200,3157,Mozilla/5.0,Suspected flooding attack,DDoS Attack
2024-08-31 10:32:41,192.168.1.85,172.16.0.5,GET,401,2738,Mozilla/5.0,High volume of POST requests,DDoS Attack
2024-08-31 10:32:53,192.168.1.15,172.16.0.5,GET,404,3004,Safari/537.36,High volume of POST requests,DDoS Attack
2024-08-31 10:33:03,192.168.1.25,172.16.0.5,GET,403,1073,Mozilla/5.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:33:12,192.168.1.40,172.16.0.5,POST,403,1852,Safari/537.36,High volume of POST requests,DDoS Attack
2024-08-31 10:33:27,192.168.1.30,172.16.0.5,POST,200,3682,Safari/537.36,SQL syntax error in request,SQL Injection
2024-08-31 10:33:41,192.168.1.75,172.16.0.5,GET,404,3866,Safari/537.36,Accessing non-existent pages,
2024-08-31 10:33:55,192.168.1.80,172.16.0.5,GET,403,721,Mozilla/5.0,High volume of POST requests,DDoS Attack
2024-08-31 10:34:00,192.168.1.20,172.16.0.5,POST,401,3664,Safari/537.36,High volume of POST requests,DDoS Attack
2024-08-31 10:34:10,192.168.1.70,172.16.0.5,POST,500,2259,Safari/537.36,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:34:20,192.168.1.62,172.16.0.5,POST,500,2958,Chrome/58.0,Accessing non-existent pages,
2024-08-31 10:34:30,192.168.1.45,172.16.0.5,GET,200,2586,Chrome/58.0,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:34:37,192.168.1.10,172.16.0.5,GET,200,1841,Safari/537.36,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:34:49,192.168.1.12,172.16.0.5,GET,401,881,Mozilla/5.0,High volume of POST requests,DDoS Attack
2024-08-31 10:34:57,192.168.1.85,172.16.0.5,POST,401,3198,Mozilla/5.0,Accessing non-existent pages,
2024-08-31 10:35:03,192.168.1.80,172.16.0.5,GET,401,1144,Chrome/58.0,Suspected flooding attack,DDoS Attack
2024-08-31 10:35:17,192.168.1.30,172.16.0.5,GET,500,830,Mozilla/5.0,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:35:23,192.168.1.20,172.16.0.5,GET,500,669,Mozilla/5.0,High volume of POST requests,DDoS Attack
2024-08-31 10:35:31,192.168.1.15,172.16.0.5,GET,404,1307,Safari/537.36,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:35:42,192.168.1.20,172.16.0.5,POST,403,1068,Safari/537.36,High volume of POST requests,DDoS Attack
2024-08-31 10:35:55,192.168.1.45,172.16.0.5,GET,403,634,Chrome/58.0,Accessing non-existent pages,
2024-08-31 10:36:04,192.168.1.75,172.16.0.5,POST,200,2715,Safari/537.36,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:36:11,192.168.1.45,172.16.0.5,POST,200,1210,Mozilla/5.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:36:22,192.168.1.35,172.16.0.5,POST,403,3326,Safari/537.36,SQL keywords detected in URL,SQL Injection
2024-08-31 10:36:33,192.168.1.22,172.16.0.5,GET,404,1529,Chrome/58.0,High volume of POST requests,DDoS Attack
2024-08-31 10:36:39,192.168.1.35,172.16.0.5,GET,404,1844,Chrome/58.0,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:36:47,192.168.1.60,172.16.0.5,GET,401,1253,Safari/537.36,High volume of POST requests,DDoS Attack
2024-08-31 10:36:57,192.168.1.30,172.16.0.5,GET,401,684,Safari/537.36,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:37:05,192.168.1.62,172.16.0.5,POST,403,873,Chrome/58.0,Malformed SQL query in the request,SQL Injection
2024-08-31 10:37:17,192.168.1.45,172.16.0.5,POST,401,3362,Safari/537.36,Repeated login attempts with different usernames,Brute Force Attack
2024-08-31 10:37:26,192.168.1.20,172.16.0.5,POST,403,2057,Safari/537.36,High volume of POST requests,DDoS Attack
2024-08-31 10:37:31,192.168.1.12,172.16.0.5,POST,404,687,Mozilla/5.0,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:37:42,192.168.1.50,172.16.0.5,GET,404,3446,Chrome/58.0,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:37:51,192.168.1.33,172.16.0.5,POST,404,842,Mozilla/5.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:38:05,192.168.1.20,172.16.0.5,GET,200,907,Safari/537.36,Suspected flooding attack,DDoS Attack
2024-08-31 10:38:13,192.168.1.22,172.16.0.5,GET,404,3282,Mozilla/5.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:38:22,192.168.1.15,172.16.0.5,POST,200,3924,Mozilla/5.0,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:38:29,192.168.1.15,172.16.0.5,POST,500,4029,Safari/537.36,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:38:35,192.168.1.15,172.16.0.5,GET,500,3307,Mozilla/5.0,Suspected flooding attack,DDoS Attack
2024-08-31 10:38:42,192.168.1.70,172.16.0.5,GET,403,557,Mozilla/5.0,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:38:57,192.168.1.12,172.16.0.5,POST,500,1366,Safari/537.36,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:39:03,192.168.1.40,172.16.0.5,POST,404,1529,Chrome/58.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:39:14,192.168.1.33,172.16.0.5,POST,403,3193,Mozilla/5.0,Accessing non-existent pages,
2024-08-31 10:39:24,192.168.1.11,172.16.0.5,GET,200,3732,Mozilla/5.0,High volume of POST requests,DDoS Attack
2024-08-31 10:39:29,192.168.1.85,172.16.0.5,GET,500,3940,Mozilla/5.0,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:39:41,192.168.1.12,172.16.0.5,GET,403,626,Chrome/58.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:39:48,192.168.1.50,172.16.0.5,POST,401,3943,Chrome/58.0,Suspected flooding attack,DDoS Attack
2024-08-31 10:40:00,192.168.1.35,172.16.0.5,POST,403,1569,Mozilla/5.0,Accessing non-existent pages,
2024-08-31 10:40:08,192.168.1.62,172.16.0.5,POST,404,860,Safari/537.36,High volume of POST requests,DDoS Attack
2024-08-31 10:40:17,192.168.1.11,172.16.0.5,POST,401,2339,Chrome/58.0,Repeated login attempts with different usernames,Brute Force Attack
2024-08-31 10:40:30,192.168.1.11,172.16.0.5,POST,403,1061,Chrome/58.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:40:38,192.168.1.40,172.16.0.5,GET,200,2187,Mozilla/5.0,High volume of POST requests,DDoS Attack
2024-08-31 10:40:45,192.168.1.10,172.16.0.5,POST,403,2895,Chrome/58.0,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:40:50,192.168.1.50,172.16.0.5,GET,200,1179,Mozilla/5.0,Repeated login attempts with different usernames,Brute Force Attack
2024-08-31 10:41:00,192.168.1.12,172.16.0.5,POST,404,3834,Chrome/58.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:41:12,192.168.1.35,172.16.0.5,GET,200,1267,Mozilla/5.0,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:41:19,192.168.1.45,172.16.0.5,POST,404,3669,Mozilla/5.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:41:34,192.168.1.30,172.16.0.5,GET,200,3819,Chrome/58.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:41:49,192.168.1.52,172.16.0.5,GET,200,707,Mozilla/5.0,High volume of POST requests,DDoS Attack
2024-08-31 10:41:57,192.168.1.80,172.16.0.5,POST,500,1638,Safari/537.36,SQL keywords detected in URL,SQL Injection
2024-08-31 10:42:11,192.168.1.85,172.16.0.5,GET,500,2148,Safari/537.36,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:42:19,192.168.1.80,172.16.0.5,POST,200,3638,Chrome/58.0,SQL syntax error in request,SQL Injection
2024-08-31 10:42:33,192.168.1.62,172.16.0.5,POST,404,1115,Mozilla/5.0,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:42:43,192.168.1.50,172.16.0.5,GET,200,4052,Safari/537.36,High volume of POST requests,DDoS Attack
2024-08-31 10:42:57,192.168.1.11,172.16.0.5,GET,404,2306,Safari/537.36,Accessing non-existent pages,
2024-08-31 10:43:04,192.168.1.80,172.16.0.5,POST,403,1186,Safari/537.36,Suspected flooding attack,DDoS Attack
2024-08-31 10:43:13,192.168.1.40,172.16.0.5,GET,403,1676,Safari/537.36,High volume of POST requests,DDoS Attack
2024-08-31 10:43:20,192.168.1.35,172.16.0.5,GET,200,1109,Chrome/58.0,SQL syntax error in request,SQL Injection
2024-08-31 10:43:31,192.168.1.52,172.16.0.5,POST,200,681,Mozilla/5.0,Suspected flooding attack,DDoS Attack
2024-08-31 10:43:42,192.168.1.60,172.16.0.5,GET,401,3628,Mozilla/5.0,Accessing non-existent pages,
2024-08-31 10:43:51,192.168.1.50,172.16.0.5,GET,500,2699,Mozilla/5.0,Suspected flooding attack,DDoS Attack
2024-08-31 10:44:06,192.168.1.10,172.16.0.5,GET,200,1535,Chrome/58.0,SQL syntax error in request,SQL Injection
2024-08-31 10:44:19,192.168.1.40,172.16.0.5,GET,403,2424,Mozilla/5.0,Repeated login attempts with different usernames,Brute Force Attack
2024-08-31 10:44:33,192.168.1.22,172.16.0.5,POST,403,930,Chrome/58.0,SQL syntax error in request,SQL Injection
2024-08-31 10:44:48,192.168.1.80,172.16.0.5,POST,200,1091,Mozilla/5.0,High volume of POST requests,DDoS Attack
2024-08-31 10:44:53,192.168.1.33,172.16.0.5,GET,500,1807,Safari/537.36,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:45:04,192.168.1.35,172.16.0.5,POST,200,3153,Safari/537.36,Suspected flooding attack,DDoS Attack
2024-08-31 10:45:10,192.168.1.20,172.16.0.5,POST,200,2841,Chrome/58.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:45:21,192.168.1.85,172.16.0.5,GET,200,893,Chrome/58.0,High volume of POST requests,DDoS Attack
2024-08-31 10:45:35,192.168.1.52,172.16.0.5,POST,500,2110,Safari/537.36,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:45:48,192.168.1.60,172.16.0.5,POST,404,3429,Mozilla/5.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:46:01,192.168.1.62,172.16.0.5,GET,200,569,Safari/537.36,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:46:08,192.168.1.60,172.16.0.5,POST,401,2116,Mozilla/5.0,Accessing non-existent pages,
2024-08-31 10:46:13,192.168.1.70,172.16.0.5,GET,401,2596,Safari/537.36,Malformed SQL query in the request,SQL Injection
2024-08-31 10:46:26,192.168.1.40,172.16.0.5,POST,200,1129,Chrome/58.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:46:38,192.168.1.70,172.16.0.5,GET,401,2804,Safari/537.36,Suspected flooding attack,DDoS Attack
2024-08-31 10:46:43,192.168.1.55,172.16.0.5,GET,401,851,Safari/537.36,SQL syntax error in request,SQL Injection
2024-08-31 10:46:58,192.168.1.22,172.16.0.5,POST,401,1925,Mozilla/5.0,Repeated login attempts with different usernames,Brute Force Attack
2024-08-31 10:47:09,192.168.1.33,172.16.0.5,POST,500,681,Mozilla/5.0,Malformed SQL query in the request,SQL Injection
2024-08-31 10:47:16,192.168.1.40,172.16.0.5,POST,200,2847,Mozilla/5.0,SQL keywords detected in URL,SQL Injection
2024-08-31 10:47:30,192.168.1.10,172.16.0.5,POST,200,1937,Mozilla/5.0,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:47:40,192.168.1.33,172.16.0.5,POST,500,3391,Mozilla/5.0,Malformed SQL query in the request,SQL Injection
2024-08-31 10:47:51,192.168.1.52,172.16.0.5,GET,401,2535,Safari/537.36,Suspected flooding attack,DDoS Attack
2024-08-31 10:47:57,192.168.1.40,172.16.0.5,POST,200,1944,Chrome/58.0,SQL syntax error in request,SQL Injection
2024-08-31 10:48:04,192.168.1.30,172.16.0.5,POST,403,1514,Chrome/58.0,Accessing non-existent pages,
2024-08-31 10:48:16,192.168.1.70,172.16.0.5,GET,500,3405,Mozilla/5.0,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:48:28,192.168.1.62,172.16.0.5,GET,403,1038,Chrome/58.0,SQL syntax error in request,SQL Injection
2024-08-31 10:48:39,192.168.1.80,172.16.0.5,POST,403,3208,Safari/537.36,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:48:46,192.168.1.60,172.16.0.5,GET,500,2162,Mozilla/5.0,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:48:59,192.168.1.40,172.16.0.5,GET,403,2020,Safari/537.36,SQL keywords detected in URL,SQL Injection
2024-08-31 10:49:06,192.168.1.22,172.16.0.5,POST,200,3004,Mozilla/5.0,Accessing non-existent pages,
2024-08-31 10:49:21,192.168.1.45,172.16.0.5,POST,403,1968,Chrome/58.0,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:49:29,192.168.1.35,172.16.0.5,GET,200,2638,Safari/537.36,Malformed SQL query in the request,SQL Injection
2024-08-31 10:49:36,192.168.1.11,172.16.0.5,GET,404,2436,Mozilla/5.0,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:49:51,192.168.1.80,172.16.0.5,POST,500,1612,Mozilla/5.0,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:50:03,192.168.1.55,172.16.0.5,GET,403,796,Chrome/58.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:50:18,192.168.1.10,172.16.0.5,POST,200,3287,Chrome/58.0,Multiple failed login attempts,Brute Force Attack
2024-08-31 10:50:27,192.168.1.20,172.16.0.5,POST,500,2137,Safari/537.36,Multiple requests per second from the same IP,DDoS Attack
2024-08-31 10:50:35,192.168.1.55,172.16.0.5,GET,500,798,Mozilla/5.0,Malformed SQL query in the request,SQL Injection
2024-08-31 10:50:47,192.168.1.51,172.16.0.5,GET,401,2334,Safari/537.36,Repeated login attempts with different usernames,Brute Force Attack
2024-08-31 10:50:53,192.168.1.52,172.16.0.5,POST,500,2138,Mozilla/5.0,High volume of POST requests,DDoS Attack
2024-08-31 10:51:07,192.168.1.50,172.16.0.5,POST,403,3240,Mozilla/5.0,Unusual number of authentication failures,Brute Force Attack
2024-08-31 10:51:19,192.168.1.60,172.16.0.5,GET,403,2946,Chrome/58.0,Repeated login attempts with different usernames,Brute Force Attack
2024-08-31 10:51:33,192.168.1.75,172.16.0.5,POST,404,2655,Safari/537.36,Presence of OR 1=1 in query,SQL Injection
2024-08-31 10:51:46,192.168.1.40,172.16.0.5,GET,401,3488,Mozilla/5.0,Presence of OR 1=1 in query,SQL Injection
